,1st,2nd,3rd,4th,5th,6th,7th
522,A00-B99,A80-A89,A85,A85.0,,,
523,A00-B99,A80-A89,A85,A85.1,,,
524,A00-B99,A80-A89,A85,A85.2,,,
525,A00-B99,A80-A89,A85,A85.8,,,
526,A00-B99,A80-A89,A86,,,,
527,A00-B99,A80-A89,A87,A87.0,,,
528,A00-B99,A80-A89,A87,A87.1,,,
529,A00-B99,A80-A89,A87,A87.2,,,
530,A00-B99,A80-A89,A87,A87.8,,,
531,A00-B99,A80-A89,A87,A87.9,,,
532,A00-B99,A80-A89,A88,A88.0,,,
533,A00-B99,A80-A89,A88,A88.1,,,
534,A00-B99,A80-A89,A88,A88.8,,,
535,A00-B99,A80-A89,A89,,,,
536,A00-B99,A90-A99,A90,,,,
537,A00-B99,A90-A99,A91,,,,
538,A00-B99,A90-A99,A92,A92.0,,,
539,A00-B99,A90-A99,A92,A92.1,,,
540,A00-B99,A90-A99,A92,A92.2,,,
541,A00-B99,A90-A99,A92,A92.4,,,
542,A00-B99,A90-A99,A92,A92.5,,,
543,A00-B99,A90-A99,A92,A92.8,,,
544,A00-B99,A90-A99,A92,A92.9,,,
545,A00-B99,A90-A99,A92,A92.3,A92.30,,
546,A00-B99,A90-A99,A92,A92.3,A92.31,,
547,A00-B99,A90-A99,A92,A92.3,A92.32,,
548,A00-B99,A90-A99,A92,A92.3,A92.39,,
549,A00-B99,A90-A99,A93,A93.0,,,
550,A00-B99,A90-A99,A93,A93.1,,,
551,A00-B99,A90-A99,A93,A93.2,,,
552,A00-B99,A90-A99,A93,A93.8,,,
553,A00-B99,A90-A99,A94,,,,
554,A00-B99,A90-A99,A95,A95.0,,,
555,A00-B99,A90-A99,A95,A95.1,,,
556,A00-B99,A90-A99,A95,A95.9,,,
557,A00-B99,A90-A99,A96,A96.0,,,
558,A00-B99,A90-A99,A96,A96.1,,,
559,A00-B99,A90-A99,A96,A96.2,,,
560,A00-B99,A90-A99,A96,A96.8,,,
561,A00-B99,A90-A99,A96,A96.9,,,
562,A00-B99,A90-A99,A98,A98.0,,,
563,A00-B99,A90-A99,A98,A98.1,,,
564,A00-B99,A90-A99,A98,A98.2,,,
565,A00-B99,A90-A99,A98,A98.3,,,
566,A00-B99,A90-A99,A98,A98.4,,,
567,A00-B99,A90-A99,A98,A98.5,,,
568,A00-B99,A90-A99,A98,A98.8,,,
569,A00-B99,A90-A99,A99,,,,
570,A00-B99,B00-B09,B00,B00.0,,,
571,A00-B99,B00-B09,B00,B00.1,,,
572,A00-B99,B00-B09,B00,B00.2,,,
573,A00-B99,B00-B09,B00,B00.3,,,
574,A00-B99,B00-B09,B00,B00.4,,,
575,A00-B99,B00-B09,B00,B00.7,,,
576,A00-B99,B00-B09,B00,B00.9,,,
577,A00-B99,B00-B09,B00,B00.5,B00.50,,
578,A00-B99,B00-B09,B00,B00.5,B00.51,,
579,A00-B99,B00-B09,B00,B00.5,B00.52,,
580,A00-B99,B00-B09,B00,B00.5,B00.53,,
581,A00-B99,B00-B09,B00,B00.5,B00.59,,
582,A00-B99,B00-B09,B00,B00.8,B00.81,,
583,A00-B99,B00-B09,B00,B00.8,B00.82,,
584,A00-B99,B00-B09,B00,B00.8,B00.89,,
585,A00-B99,B00-B09,B01,B01.0,,,
586,A00-B99,B00-B09,B01,B01.2,,,
587,A00-B99,B00-B09,B01,B01.9,,,
588,A00-B99,B00-B09,B01,B01.1,B01.11,,
589,A00-B99,B00-B09,B01,B01.1,B01.12,,
590,A00-B99,B00-B09,B01,B01.8,B01.81,,
591,A00-B99,B00-B09,B01,B01.8,B01.89,,
592,A00-B99,B00-B09,B02,B02.0,,,
593,A00-B99,B00-B09,B02,B02.1,,,
594,A00-B99,B00-B09,B02,B02.7,,,
595,A00-B99,B00-B09,B02,B02.8,,,
596,A00-B99,B00-B09,B02,B02.9,,,
597,A00-B99,B00-B09,B02,B02.2,B02.21,,
598,A00-B99,B00-B09,B02,B02.2,B02.22,,
599,A00-B99,B00-B09,B02,B02.2,B02.23,,
600,A00-B99,B00-B09,B02,B02.2,B02.24,,
601,A00-B99,B00-B09,B02,B02.2,B02.29,,
602,A00-B99,B00-B09,B02,B02.3,B02.30,,
603,A00-B99,B00-B09,B02,B02.3,B02.31,,
604,A00-B99,B00-B09,B02,B02.3,B02.32,,
605,A00-B99,B00-B09,B02,B02.3,B02.33,,
606,A00-B99,B00-B09,B02,B02.3,B02.34,,
607,A00-B99,B00-B09,B02,B02.3,B02.39,,
608,A00-B99,B00-B09,B03,,,,
609,A00-B99,B00-B09,B04,,,,
610,A00-B99,B00-B09,B05,B05.0,,,
611,A00-B99,B00-B09,B05,B05.1,,,
612,A00-B99,B00-B09,B05,B05.2,,,
613,A00-B99,B00-B09,B05,B05.3,,,
614,A00-B99,B00-B09,B05,B05.4,,,
615,A00-B99,B00-B09,B05,B05.9,,,
616,A00-B99,B00-B09,B05,B05.8,B05.81,,
617,A00-B99,B00-B09,B05,B05.8,B05.89,,
618,A00-B99,B00-B09,B06,B06.9,,,
619,A00-B99,B00-B09,B06,B06.0,B06.00,,
620,A00-B99,B00-B09,B06,B06.0,B06.01,,
621,A00-B99,B00-B09,B06,B06.0,B06.02,,
622,A00-B99,B00-B09,B06,B06.0,B06.09,,
623,A00-B99,B00-B09,B06,B06.8,B06.81,,
624,A00-B99,B00-B09,B06,B06.8,B06.82,,
625,A00-B99,B00-B09,B06,B06.8,B06.89,,
626,A00-B99,B00-B09,B07,B07.0,,,
627,A00-B99,B00-B09,B07,B07.8,,,
628,A00-B99,B00-B09,B07,B07.9,,,
629,A00-B99,B00-B09,B08,B08.1,,,
630,A00-B99,B00-B09,B08,B08.3,,,
631,A00-B99,B00-B09,B08,B08.4,,,
632,A00-B99,B00-B09,B08,B08.5,,,
633,A00-B99,B00-B09,B08,B08.8,,,
634,A00-B99,B00-B09,B08,B08.0,B08.02,,
635,A00-B99,B00-B09,B08,B08.0,B08.03,,
636,A00-B99,B00-B09,B08,B08.0,B08.04,,
637,A00-B99,B00-B09,B08,B08.0,B08.09,,
638,A00-B99,B00-B09,B08,B08.2,B08.20,,
639,A00-B99,B00-B09,B08,B08.2,B08.21,,
640,A00-B99,B00-B09,B08,B08.2,B08.22,,
641,A00-B99,B00-B09,B08,B08.6,B08.60,,
642,A00-B99,B00-B09,B08,B08.6,B08.61,,
643,A00-B99,B00-B09,B08,B08.6,B08.62,,
644,A00-B99,B00-B09,B08,B08.6,B08.69,,
645,A00-B99,B00-B09,B08,B08.7,B08.70,,
646,A00-B99,B00-B09,B08,B08.7,B08.71,,
647,A00-B99,B00-B09,B08,B08.7,B08.72,,
648,A00-B99,B00-B09,B08,B08.7,B08.79,,
649,A00-B99,B00-B09,B08,B08.0,B08.01,B08.010,
650,A00-B99,B00-B09,B08,B08.0,B08.01,B08.011,
651,A00-B99,B00-B09,B09,,,,
652,A00-B99,B10-B10,B10,B10.0,B10.01,,
653,A00-B99,B10-B10,B10,B10.0,B10.09,,
654,A00-B99,B10-B10,B10,B10.8,B10.81,,
655,A00-B99,B10-B10,B10,B10.8,B10.82,,
656,A00-B99,B10-B10,B10,B10.8,B10.89,,
657,A00-B99,B15-B19,B15,B15.0,,,
658,A00-B99,B15-B19,B15,B15.9,,,
659,A00-B99,B15-B19,B16,B16.0,,,
660,A00-B99,B15-B19,B16,B16.1,,,
661,A00-B99,B15-B19,B16,B16.2,,,
662,A00-B99,B15-B19,B16,B16.9,,,
663,A00-B99,B15-B19,B17,B17.0,,,
664,A00-B99,B15-B19,B17,B17.2,,,
665,A00-B99,B15-B19,B17,B17.8,,,
666,A00-B99,B15-B19,B17,B17.9,,,
667,A00-B99,B15-B19,B17,B17.1,B17.10,,
668,A00-B99,B15-B19,B17,B17.1,B17.11,,
669,A00-B99,B15-B19,B18,B18.0,,,
670,A00-B99,B15-B19,B18,B18.1,,,
671,A00-B99,B15-B19,B18,B18.2,,,
672,A00-B99,B15-B19,B18,B18.8,,,
673,A00-B99,B15-B19,B18,B18.9,,,
674,A00-B99,B15-B19,B19,B19.0,,,
675,A00-B99,B15-B19,B19,B19.9,,,
676,A00-B99,B15-B19,B19,B19.1,B19.10,,
677,A00-B99,B15-B19,B19,B19.1,B19.11,,
678,A00-B99,B15-B19,B19,B19.2,B19.20,,
679,A00-B99,B15-B19,B19,B19.2,B19.21,,
680,A00-B99,B20-B20,B20,,,,
681,A00-B99,B25-B34,B25,B25.0,,,
682,A00-B99,B25-B34,B25,B25.1,,,
683,A00-B99,B25-B34,B25,B25.2,,,
684,A00-B99,B25-B34,B25,B25.8,,,
685,A00-B99,B25-B34,B25,B25.9,,,
686,A00-B99,B25-B34,B26,B26.0,,,
687,A00-B99,B25-B34,B26,B26.1,,,
688,A00-B99,B25-B34,B26,B26.2,,,
689,A00-B99,B25-B34,B26,B26.3,,,
690,A00-B99,B25-B34,B26,B26.9,,,
691,A00-B99,B25-B34,B26,B26.8,B26.81,,
692,A00-B99,B25-B34,B26,B26.8,B26.82,,
693,A00-B99,B25-B34,B26,B26.8,B26.83,,
694,A00-B99,B25-B34,B26,B26.8,B26.84,,
695,A00-B99,B25-B34,B26,B26.8,B26.85,,
696,A00-B99,B25-B34,B26,B26.8,B26.89,,
697,A00-B99,B25-B34,B27,B27.0,B27.00,,
698,A00-B99,B25-B34,B27,B27.0,B27.01,,
699,A00-B99,B25-B34,B27,B27.0,B27.02,,
700,A00-B99,B25-B34,B27,B27.0,B27.09,,
701,A00-B99,B25-B34,B27,B27.1,B27.10,,
702,A00-B99,B25-B34,B27,B27.1,B27.11,,
703,A00-B99,B25-B34,B27,B27.1,B27.12,,
704,A00-B99,B25-B34,B27,B27.1,B27.19,,
705,A00-B99,B25-B34,B27,B27.8,B27.80,,
706,A00-B99,B25-B34,B27,B27.8,B27.81,,
707,A00-B99,B25-B34,B27,B27.8,B27.82,,
708,A00-B99,B25-B34,B27,B27.8,B27.89,,
709,A00-B99,B25-B34,B27,B27.9,B27.90,,
710,A00-B99,B25-B34,B27,B27.9,B27.91,,
711,A00-B99,B25-B34,B27,B27.9,B27.92,,
712,A00-B99,B25-B34,B27,B27.9,B27.99,,
713,A00-B99,B25-B34,B30,B30.0,,,
714,A00-B99,B25-B34,B30,B30.1,,,
715,A00-B99,B25-B34,B30,B30.2,,,
716,A00-B99,B25-B34,B30,B30.3,,,
717,A00-B99,B25-B34,B30,B30.8,,,
718,A00-B99,B25-B34,B30,B30.9,,,
719,A00-B99,B25-B34,B33,B33.0,,,
720,A00-B99,B25-B34,B33,B33.1,,,
721,A00-B99,B25-B34,B33,B33.3,,,
722,A00-B99,B25-B34,B33,B33.4,,,
723,A00-B99,B25-B34,B33,B33.8,,,
724,A00-B99,B25-B34,B33,B33.2,B33.20,,
725,A00-B99,B25-B34,B33,B33.2,B33.21,,
726,A00-B99,B25-B34,B33,B33.2,B33.22,,
727,A00-B99,B25-B34,B33,B33.2,B33.23,,
728,A00-B99,B25-B34,B33,B33.2,B33.24,,
729,A00-B99,B25-B34,B34,B34.0,,,
730,A00-B99,B25-B34,B34,B34.1,,,
731,A00-B99,B25-B34,B34,B34.2,,,
732,A00-B99,B25-B34,B34,B34.3,,,
733,A00-B99,B25-B34,B34,B34.4,,,
734,A00-B99,B25-B34,B34,B34.8,,,
735,A00-B99,B25-B34,B34,B34.9,,,
736,A00-B99,B35-B49,B35,B35.0,,,
737,A00-B99,B35-B49,B35,B35.1,,,
738,A00-B99,B35-B49,B35,B35.2,,,
739,A00-B99,B35-B49,B35,B35.3,,,
740,A00-B99,B35-B49,B35,B35.4,,,
741,A00-B99,B35-B49,B35,B35.5,,,
742,A00-B99,B35-B49,B35,B35.6,,,
743,A00-B99,B35-B49,B35,B35.8,,,
744,A00-B99,B35-B49,B35,B35.9,,,
745,A00-B99,B35-B49,B36,B36.0,,,
746,A00-B99,B35-B49,B36,B36.1,,,
747,A00-B99,B35-B49,B36,B36.2,,,
748,A00-B99,B35-B49,B36,B36.3,,,
749,A00-B99,B35-B49,B36,B36.8,,,
750,A00-B99,B35-B49,B36,B36.9,,,
751,A00-B99,B35-B49,B37,B37.0,,,
752,A00-B99,B35-B49,B37,B37.1,,,
753,A00-B99,B35-B49,B37,B37.2,,,
754,A00-B99,B35-B49,B37,B37.3,,,
755,A00-B99,B35-B49,B37,B37.5,,,
756,A00-B99,B35-B49,B37,B37.6,,,
757,A00-B99,B35-B49,B37,B37.7,,,
758,A00-B99,B35-B49,B37,B37.9,,,
759,A00-B99,B35-B49,B37,B37.4,B37.41,,
760,A00-B99,B35-B49,B37,B37.4,B37.42,,
761,A00-B99,B35-B49,B37,B37.4,B37.49,,
762,A00-B99,B35-B49,B37,B37.8,B37.81,,
763,A00-B99,B35-B49,B37,B37.8,B37.82,,
764,A00-B99,B35-B49,B37,B37.8,B37.83,,
765,A00-B99,B35-B49,B37,B37.8,B37.84,,
766,A00-B99,B35-B49,B37,B37.8,B37.89,,
767,A00-B99,B35-B49,B38,B38.0,,,
768,A00-B99,B35-B49,B38,B38.1,,,
769,A00-B99,B35-B49,B38,B38.2,,,
770,A00-B99,B35-B49,B38,B38.3,,,
771,A00-B99,B35-B49,B38,B38.4,,,
772,A00-B99,B35-B49,B38,B38.7,,,
773,A00-B99,B35-B49,B38,B38.9,,,
774,A00-B99,B35-B49,B38,B38.8,B38.81,,
775,A00-B99,B35-B49,B38,B38.8,B38.89,,
776,A00-B99,B35-B49,B39,B39.0,,,
777,A00-B99,B35-B49,B39,B39.1,,,
778,A00-B99,B35-B49,B39,B39.2,,,
779,A00-B99,B35-B49,B39,B39.3,,,
780,A00-B99,B35-B49,B39,B39.4,,,
781,A00-B99,B35-B49,B39,B39.5,,,
782,A00-B99,B35-B49,B39,B39.9,,,
783,A00-B99,B35-B49,B40,B40.0,,,
784,A00-B99,B35-B49,B40,B40.1,,,
785,A00-B99,B35-B49,B40,B40.2,,,
786,A00-B99,B35-B49,B40,B40.3,,,
787,A00-B99,B35-B49,B40,B40.7,,,
788,A00-B99,B35-B49,B40,B40.9,,,
789,A00-B99,B35-B49,B40,B40.8,B40.81,,
790,A00-B99,B35-B49,B40,B40.8,B40.89,,
791,A00-B99,B35-B49,B41,B41.0,,,
792,A00-B99,B35-B49,B41,B41.7,,,
793,A00-B99,B35-B49,B41,B41.8,,,
794,A00-B99,B35-B49,B41,B41.9,,,
795,A00-B99,B35-B49,B42,B42.0,,,
796,A00-B99,B35-B49,B42,B42.1,,,
797,A00-B99,B35-B49,B42,B42.7,,,
798,A00-B99,B35-B49,B42,B42.9,,,
799,A00-B99,B35-B49,B42,B42.8,B42.81,,
800,A00-B99,B35-B49,B42,B42.8,B42.82,,
801,A00-B99,B35-B49,B42,B42.8,B42.89,,
802,A00-B99,B35-B49,B43,B43.0,,,
803,A00-B99,B35-B49,B43,B43.1,,,
804,A00-B99,B35-B49,B43,B43.2,,,
805,A00-B99,B35-B49,B43,B43.8,,,
806,A00-B99,B35-B49,B43,B43.9,,,
807,A00-B99,B35-B49,B44,B44.0,,,
808,A00-B99,B35-B49,B44,B44.1,,,
809,A00-B99,B35-B49,B44,B44.2,,,
810,A00-B99,B35-B49,B44,B44.7,,,
811,A00-B99,B35-B49,B44,B44.9,,,
812,A00-B99,B35-B49,B44,B44.8,B44.81,,
813,A00-B99,B35-B49,B44,B44.8,B44.89,,
814,A00-B99,B35-B49,B45,B45.0,,,
815,A00-B99,B35-B49,B45,B45.1,,,
816,A00-B99,B35-B49,B45,B45.2,,,
817,A00-B99,B35-B49,B45,B45.3,,,
818,A00-B99,B35-B49,B45,B45.7,,,
819,A00-B99,B35-B49,B45,B45.8,,,
820,A00-B99,B35-B49,B45,B45.9,,,
821,A00-B99,B35-B49,B46,B46.0,,,
822,A00-B99,B35-B49,B46,B46.1,,,
823,A00-B99,B35-B49,B46,B46.2,,,
824,A00-B99,B35-B49,B46,B46.3,,,
825,A00-B99,B35-B49,B46,B46.4,,,
826,A00-B99,B35-B49,B46,B46.5,,,
827,A00-B99,B35-B49,B46,B46.8,,,
828,A00-B99,B35-B49,B46,B46.9,,,
829,A00-B99,B35-B49,B47,B47.0,,,
830,A00-B99,B35-B49,B47,B47.1,,,
831,A00-B99,B35-B49,B47,B47.9,,,
832,A00-B99,B35-B49,B48,B48.0,,,
833,A00-B99,B35-B49,B48,B48.1,,,
834,A00-B99,B35-B49,B48,B48.2,,,
835,A00-B99,B35-B49,B48,B48.3,,,
836,A00-B99,B35-B49,B48,B48.4,,,
837,A00-B99,B35-B49,B48,B48.8,,,
838,A00-B99,B35-B49,B49,,,,
839,A00-B99,B50-B64,B50,B50.0,,,
840,A00-B99,B50-B64,B50,B50.8,,,
841,A00-B99,B50-B64,B50,B50.9,,,
842,A00-B99,B50-B64,B51,B51.0,,,
843,A00-B99,B50-B64,B51,B51.8,,,
844,A00-B99,B50-B64,B51,B51.9,,,
845,A00-B99,B50-B64,B52,B52.0,,,
846,A00-B99,B50-B64,B52,B52.8,,,
847,A00-B99,B50-B64,B52,B52.9,,,
848,A00-B99,B50-B64,B53,B53.0,,,
849,A00-B99,B50-B64,B53,B53.1,,,
850,A00-B99,B50-B64,B53,B53.8,,,
851,A00-B99,B50-B64,B54,,,,
852,A00-B99,B50-B64,B55,B55.0,,,
853,A00-B99,B50-B64,B55,B55.1,,,
854,A00-B99,B50-B64,B55,B55.2,,,
855,A00-B99,B50-B64,B55,B55.9,,,
856,A00-B99,B50-B64,B56,B56.0,,,
857,A00-B99,B50-B64,B56,B56.1,,,
858,A00-B99,B50-B64,B56,B56.9,,,
859,A00-B99,B50-B64,B57,B57.0,,,
860,A00-B99,B50-B64,B57,B57.1,,,
861,A00-B99,B50-B64,B57,B57.2,,,
862,A00-B99,B50-B64,B57,B57.5,,,
863,A00-B99,B50-B64,B57,B57.3,B57.30,,
864,A00-B99,B50-B64,B57,B57.3,B57.31,,
865,A00-B99,B50-B64,B57,B57.3,B57.32,,
866,A00-B99,B50-B64,B57,B57.3,B57.39,,
867,A00-B99,B50-B64,B57,B57.4,B57.40,,
868,A00-B99,B50-B64,B57,B57.4,B57.41,,
869,A00-B99,B50-B64,B57,B57.4,B57.42,,
870,A00-B99,B50-B64,B57,B57.4,B57.49,,
871,A00-B99,B50-B64,B58,B58.1,,,
872,A00-B99,B50-B64,B58,B58.2,,,
873,A00-B99,B50-B64,B58,B58.3,,,
874,A00-B99,B50-B64,B58,B58.9,,,
875,A00-B99,B50-B64,B58,B58.0,B58.00,,
876,A00-B99,B50-B64,B58,B58.0,B58.01,,
877,A00-B99,B50-B64,B58,B58.0,B58.09,,
878,A00-B99,B50-B64,B58,B58.8,B58.81,,
879,A00-B99,B50-B64,B58,B58.8,B58.82,,
880,A00-B99,B50-B64,B58,B58.8,B58.83,,
881,A00-B99,B50-B64,B58,B58.8,B58.89,,
882,A00-B99,B50-B64,B59,,,,
883,A00-B99,B50-B64,B60,B60.0,,,
884,A00-B99,B50-B64,B60,B60.2,,,
885,A00-B99,B50-B64,B60,B60.8,,,
886,A00-B99,B50-B64,B60,B60.1,B60.10,,
887,A00-B99,B50-B64,B60,B60.1,B60.11,,
888,A00-B99,B50-B64,B60,B60.1,B60.12,,
889,A00-B99,B50-B64,B60,B60.1,B60.13,,
890,A00-B99,B50-B64,B60,B60.1,B60.19,,
891,A00-B99,B50-B64,B64,,,,
892,A00-B99,B65-B83,B65,B65.0,,,
893,A00-B99,B65-B83,B65,B65.1,,,
894,A00-B99,B65-B83,B65,B65.2,,,
895,A00-B99,B65-B83,B65,B65.3,,,
896,A00-B99,B65-B83,B65,B65.8,,,
897,A00-B99,B65-B83,B65,B65.9,,,
898,A00-B99,B65-B83,B66,B66.0,,,
899,A00-B99,B65-B83,B66,B66.1,,,
900,A00-B99,B65-B83,B66,B66.2,,,
901,A00-B99,B65-B83,B66,B66.3,,,
902,A00-B99,B65-B83,B66,B66.4,,,
903,A00-B99,B65-B83,B66,B66.5,,,
904,A00-B99,B65-B83,B66,B66.8,,,
905,A00-B99,B65-B83,B66,B66.9,,,
906,A00-B99,B65-B83,B67,B67.0,,,
907,A00-B99,B65-B83,B67,B67.1,,,
908,A00-B99,B65-B83,B67,B67.2,,,
909,A00-B99,B65-B83,B67,B67.4,,,
910,A00-B99,B65-B83,B67,B67.5,,,
911,A00-B99,B65-B83,B67,B67.7,,,
912,A00-B99,B65-B83,B67,B67.8,,,
913,A00-B99,B65-B83,B67,B67.3,B67.31,,
914,A00-B99,B65-B83,B67,B67.3,B67.32,,
915,A00-B99,B65-B83,B67,B67.3,B67.39,,
916,A00-B99,B65-B83,B67,B67.6,B67.61,,
917,A00-B99,B65-B83,B67,B67.6,B67.69,,
918,A00-B99,B65-B83,B67,B67.9,B67.90,,
919,A00-B99,B65-B83,B67,B67.9,B67.99,,
920,A00-B99,B65-B83,B68,B68.0,,,
921,A00-B99,B65-B83,B68,B68.1,,,
922,A00-B99,B65-B83,B68,B68.9,,,
923,A00-B99,B65-B83,B69,B69.0,,,
924,A00-B99,B65-B83,B69,B69.1,,,
925,A00-B99,B65-B83,B69,B69.9,,,
926,A00-B99,B65-B83,B69,B69.8,B69.81,,
927,A00-B99,B65-B83,B69,B69.8,B69.89,,
928,A00-B99,B65-B83,B70,B70.0,,,
929,A00-B99,B65-B83,B70,B70.1,,,
930,A00-B99,B65-B83,B71,B71.0,,,
931,A00-B99,B65-B83,B71,B71.1,,,
932,A00-B99,B65-B83,B71,B71.8,,,
933,A00-B99,B65-B83,B71,B71.9,,,
934,A00-B99,B65-B83,B72,,,,
935,A00-B99,B65-B83,B73,B73.1,,,
936,A00-B99,B65-B83,B73,B73.0,B73.00,,
937,A00-B99,B65-B83,B73,B73.0,B73.01,,
938,A00-B99,B65-B83,B73,B73.0,B73.02,,
939,A00-B99,B65-B83,B73,B73.0,B73.09,,
940,A00-B99,B65-B83,B74,B74.0,,,
941,A00-B99,B65-B83,B74,B74.1,,,
942,A00-B99,B65-B83,B74,B74.2,,,
943,A00-B99,B65-B83,B74,B74.3,,,
944,A00-B99,B65-B83,B74,B74.4,,,
945,A00-B99,B65-B83,B74,B74.8,,,
946,A00-B99,B65-B83,B74,B74.9,,,
947,A00-B99,B65-B83,B75,,,,
948,A00-B99,B65-B83,B76,B76.0,,,
949,A00-B99,B65-B83,B76,B76.1,,,
950,A00-B99,B65-B83,B76,B76.8,,,
951,A00-B99,B65-B83,B76,B76.9,,,
952,A00-B99,B65-B83,B77,B77.0,,,
953,A00-B99,B65-B83,B77,B77.9,,,
954,A00-B99,B65-B83,B77,B77.8,B77.81,,
955,A00-B99,B65-B83,B77,B77.8,B77.89,,
956,A00-B99,B65-B83,B78,B78.0,,,
957,A00-B99,B65-B83,B78,B78.1,,,
958,A00-B99,B65-B83,B78,B78.7,,,
959,A00-B99,B65-B83,B78,B78.9,,,
960,A00-B99,B65-B83,B79,,,,
961,A00-B99,B65-B83,B80,,,,
962,A00-B99,B65-B83,B81,B81.0,,,
963,A00-B99,B65-B83,B81,B81.1,,,
964,A00-B99,B65-B83,B81,B81.2,,,
965,A00-B99,B65-B83,B81,B81.3,,,
966,A00-B99,B65-B83,B81,B81.4,,,
967,A00-B99,B65-B83,B81,B81.8,,,
968,A00-B99,B65-B83,B82,B82.0,,,
969,A00-B99,B65-B83,B82,B82.9,,,
970,A00-B99,B65-B83,B83,B83.0,,,
971,A00-B99,B65-B83,B83,B83.1,,,
972,A00-B99,B65-B83,B83,B83.2,,,
973,A00-B99,B65-B83,B83,B83.3,,,
974,A00-B99,B65-B83,B83,B83.4,,,
975,A00-B99,B65-B83,B83,B83.8,,,
976,A00-B99,B65-B83,B83,B83.9,,,
977,A00-B99,B85-B89,B85,B85.0,,,
978,A00-B99,B85-B89,B85,B85.1,,,
979,A00-B99,B85-B89,B85,B85.2,,,
980,A00-B99,B85-B89,B85,B85.3,,,
981,A00-B99,B85-B89,B85,B85.4,,,
982,A00-B99,B85-B89,B86,,,,
983,A00-B99,B85-B89,B87,B87.0,,,
984,A00-B99,B85-B89,B87,B87.1,,,
985,A00-B99,B85-B89,B87,B87.2,,,
986,A00-B99,B85-B89,B87,B87.3,,,
987,A00-B99,B85-B89,B87,B87.4,,,
988,A00-B99,B85-B89,B87,B87.9,,,
989,A00-B99,B85-B89,B87,B87.8,B87.81,,
990,A00-B99,B85-B89,B87,B87.8,B87.82,,
991,A00-B99,B85-B89,B87,B87.8,B87.89,,
992,A00-B99,B85-B89,B88,B88.0,,,
993,A00-B99,B85-B89,B88,B88.1,,,
994,A00-B99,B85-B89,B88,B88.2,,,
995,A00-B99,B85-B89,B88,B88.3,,,
996,A00-B99,B85-B89,B88,B88.8,,,
997,A00-B99,B85-B89,B88,B88.9,,,
998,A00-B99,B85-B89,B89,,,,
999,A00-B99,B90-B94,B90,B90.0,,,
1000,A00-B99,B90-B94,B90,B90.1,,,
1001,A00-B99,B90-B94,B90,B90.2,,,
1002,A00-B99,B90-B94,B90,B90.8,,,
1003,A00-B99,B90-B94,B90,B90.9,,,
1004,A00-B99,B90-B94,B91,,,,
1005,A00-B99,B90-B94,B92,,,,
1006,A00-B99,B90-B94,B94,B94.0,,,
1007,A00-B99,B90-B94,B94,B94.1,,,
1008,A00-B99,B90-B94,B94,B94.2,,,
1009,A00-B99,B90-B94,B94,B94.8,,,
1010,A00-B99,B90-B94,B94,B94.9,,,
1011,A00-B99,B95-B97,B95,B95.0,,,
1012,A00-B99,B95-B97,B95,B95.1,,,
1013,A00-B99,B95-B97,B95,B95.2,,,
1014,A00-B99,B95-B97,B95,B95.3,,,
1015,A00-B99,B95-B97,B95,B95.4,,,
1016,A00-B99,B95-B97,B95,B95.5,,,
1017,A00-B99,B95-B97,B95,B95.7,,,
1018,A00-B99,B95-B97,B95,B95.8,,,
1019,A00-B99,B95-B97,B95,B95.6,B95.61,,
1020,A00-B99,B95-B97,B95,B95.6,B95.62,,
1021,A00-B99,B95-B97,B96,B96.0,,,
1022,A00-B99,B95-B97,B96,B96.1,,,
1023,A00-B99,B95-B97,B96,B96.3,,,
1024,A00-B99,B95-B97,B96,B96.4,,,
1025,A00-B99,B95-B97,B96,B96.5,,,
1026,A00-B99,B95-B97,B96,B96.6,,,
1027,A00-B99,B95-B97,B96,B96.7,,,
1028,A00-B99,B95-B97,B96,B96.2,B96.20,,
1029,A00-B99,B95-B97,B96,B96.2,B96.21,,
1030,A00-B99,B95-B97,B96,B96.2,B96.22,,
1031,A00-B99,B95-B97,B96,B96.2,B96.23,,
1032,A00-B99,B95-B97,B96,B96.2,B96.29,,
1033,A00-B99,B95-B97,B96,B96.8,B96.81,,
1034,A00-B99,B95-B97,B96,B96.8,B96.82,,
1035,A00-B99,B95-B97,B96,B96.8,B96.89,,
1036,A00-B99,B95-B97,B97,B97.0,,,
1037,A00-B99,B95-B97,B97,B97.4,,,
1038,A00-B99,B95-B97,B97,B97.5,,,
1039,A00-B99,B95-B97,B97,B97.6,,,
1040,A00-B99,B95-B97,B97,B97.7,,,
1041,A00-B99,B95-B97,B97,B97.1,B97.10,,
1042,A00-B99,B95-B97,B97,B97.1,B97.11,,
1043,A00-B99,B95-B97,B97,B97.1,B97.12,,
1044,A00-B99,B95-B97,B97,B97.1,B97.19,,
1045,A00-B99,B95-B97,B97,B97.2,B97.21,,
1046,A00-B99,B95-B97,B97,B97.2,B97.29,,
1047,A00-B99,B95-B97,B97,B97.3,B97.30,,
1048,A00-B99,B95-B97,B97,B97.3,B97.31,,
1049,A00-B99,B95-B97,B97,B97.3,B97.32,,
1050,A00-B99,B95-B97,B97,B97.3,B97.33,,
1051,A00-B99,B95-B97,B97,B97.3,B97.34,,
1052,A00-B99,B95-B97,B97,B97.3,B97.35,,
1053,A00-B99,B95-B97,B97,B97.3,B97.39,,
